Porosity,Resistivity,Water_Saturation
0.13244,5.2,1.0
0.13188,5.2,1.0
0.14014,5.2,1.0
0.14014,4.92,1.0
0.14014,4.92,1.0
0.14014,4.17,1.0
0.12825,4.9,1.0
0.12825,3.97,1.0
0.12825,3.22,1.0
0.12825,3.28,1.0
0.13434,2.67,1.0
0.13434,2.2,1.0
0.13434,2.36,1.0
0.12562000000000004,1.98,1.0
0.11594,2.22,1.0
0.11594,1.98,1.0
0.11594,1.8,1.0
0.11594,2.04,1.0
0.11594,1.95,1.0
0.11244,2.2,1.0
0.11244,2.19,1.0
0.11244,2.56,1.0
0.11244,2.63,1.0
0.11752000000000003,2.66,1.0
0.10223,3.29,1.0
0.10223,3.31,1.0
0.10223,4.19,1.0
0.10928,4.14,1.0
0.18727,5.1,1.0
0.18727,4.96,1.0
0.18727,4.71,1.0
0.18727,5.63,1.0
0.20555,5.33,0.8729
0.20555,6.29,0.8729
0.20555,6.01,0.8729
0.20089,5.64,0.79335
0.17581,6.68,0.79295
0.17581,6.34,0.79295
0.17581,7.46,0.79295
0.17581,7.12,0.79295
0.16551,6.64,0.79237
0.16551,7.769999999999999,0.79237
0.16551,7.11,0.79237
0.16551,6.25,0.79237
0.16434,7.04,0.79056
0.16434,5.94,0.79056
0.16417,4.77,0.7909899999999999
0.16417,5.0,0.7909899999999999
0.16417,3.88,0.7909899999999999
0.17376,2.92,0.7586899999999999
0.17376,2.99,0.7586899999999999
0.2128,2.35,0.7841599999999999
0.2128,1.96,0.7841599999999999
0.22314,2.21,0.227
0.22314,2.26,0.227
0.22314,2.69,0.227
0.22314,3.79,0.227
0.22989,7.49,0.77991
0.22989,19.66,0.77991
0.22989,58.31,0.77991
0.22989,98.73,0.77991
0.22989,101.64,0.77991
0.22138,139.8,0.77871
0.22138,102.43,0.77871
0.22138,68.57,0.77871
0.22138,44.66,0.77871
0.22697,46.98,0.77865
0.22697,31.54,0.77865
0.2307,20.99,0.13406
0.2307,20.99,0.13406
0.23825,20.99,0.19764
0.23825,18.28,0.19764
0.23825,18.28,0.19764
0.23825,18.28,0.19764
0.23776,13.99,0.084219
0.23776,13.99,0.084219
0.15639,9.15,1.0
0.15639,9.15,1.0
0.15261,9.15,1.0
0.15261,9.15,1.0
0.16178999999999996,9.15,1.0
0.16178999999999996,9.15,1.0
0.16178999999999996,9.15,1.0
0.16178999999999996,9.06,1.0
0.16178999999999996,9.06,1.0
0.16724,9.06,1.0
0.16724,9.06,1.0
0.16724,8.92,1.0
0.16724,8.92,1.0
0.1814,8.92,1.0
0.13475,8.92,1.0
0.13475,8.92,1.0
0.13475,6.79,1.0
0.13186,6.79,1.0
0.13186,6.79,1.0
0.13186,7.16,1.0
0.13186,7.16,1.0
0.13186,7.16,1.0
0.13244,7.16,1.0
0.13244,4.92,1.0
0.13649,4.82,1.0
0.13649,4.92,1.0
0.14014,4.82,1.0
0.14014,4.66,1.0
0.14014,4.685,1.0
0.14014,3.97,1.0
0.12825,5.11,1.0
0.12825,4.14,1.0
0.12825,3.395,1.0
0.12825,3.46,1.0
0.12562000000000004,2.96,1.0
0.12562000000000004,2.56,1.0
0.12562000000000004,2.83,1.0
0.12562000000000004,2.39,1.0
0.12562000000000004,2.2,1.0
0.11594,2.395,1.0
0.11594,2.185,1.0
0.11594,2.45,1.0
0.11594,2.35,1.0
0.11244,2.47,1.0
0.11244,2.595,1.0
0.1053,3.05,1.0
0.1053,2.985,1.0
0.10223,3.1,1.0
0.10223,3.52,1.0
0.10223,3.6,1.0
0.10223,4.33,1.0
0.10223,4.29,1.0
0.18727,5.33,1.0
0.18727,5.14,1.0
0.18727,4.94,1.0
0.18727,5.805,1.0
0.20089,5.5,0.79335
0.20089,6.54,0.79335
0.20089,6.165,0.79335
0.20089,5.755,0.79335
0.17581,6.84,0.79295
0.17581,6.455,0.79295
0.17581,6.0,0.79295
0.17581,7.105,0.79295
0.16551,6.58,0.79237
0.16551,7.49,0.79237
0.16551,6.88,0.79237
0.18078,6.05,0.79251
0.18078,6.66,0.79251
0.16417,5.66,0.7909899999999999
0.16417,4.57,0.7909899999999999
0.16417,4.805,0.7909899999999999
0.16417,3.82,0.7909899999999999
0.17376,3.01,0.7586899999999999
0.17376,3.055,0.7586899999999999
0.17376,2.56,0.7586899999999999
0.2128,2.42,0.7841599999999999
0.22314,2.71,0.227
0.22529,3.105,0.37217
0.22529,4.71,0.37217
0.22529,6.525,0.37217
0.22529,12.08,0.37217
0.22989,24.035,0.77991
0.22989,53.515,0.77991
0.22989,75.835,0.77991
0.22989,77.00499999999998,0.77991
0.22138,120.28,0.77871
0.22138,85.7,0.77871
0.22138,60.675,0.77871
0.22174,41.37,0.4772
0.2307,44.685,0.13406
0.2307,30.87,0.13406
0.2307,20.9,0.13406
0.2307,21.02,0.13406
0.2307,20.9,0.13406
0.23825,17.49,0.19764
0.23825,17.719999999999995,0.19764
0.23825,17.49,0.19764
0.23825,13.2,0.19764
0.23776,18.8,0.084219
0.15261,8.97,1.0
0.15261,8.97,1.0
0.15261,8.97,1.0
0.15261,8.97,1.0
0.15261,8.97,1.0
0.16178999999999996,8.97,1.0
0.16178999999999996,8.97,1.0
0.16178999999999996,8.97,1.0
0.16178999999999996,8.83,1.0
0.16724,8.83,1.0
0.16491,8.83,1.0
0.16491,8.689999999999998,1.0
0.16491,8.689999999999998,1.0
0.1814,8.689999999999998,1.0
0.1814,8.689999999999998,1.0
0.13475,8.689999999999998,1.0
0.13475,6.59,1.0
0.13475,6.59,1.0
0.13186,6.59,1.0
0.13186,6.94,1.0
0.13186,6.94,1.0
0.13591,6.94,1.0
0.13649,6.94,1.0
0.13649,4.83,1.0
0.13649,4.69,1.0
0.13649,4.69,1.0
0.14014,4.69,1.0
0.14014,4.64,1.0
0.14014,4.64,1.0
0.14014,3.98,1.0
0.12825,5.27,1.0
0.12825,4.39,1.0
0.12447,3.64,1.0
0.12447,3.98,1.0
0.12447,3.34,1.0
0.12562000000000004,2.8,1.0
0.12562000000000004,3.35,1.0
0.12562000000000004,2.85,1.0
0.12562000000000004,2.46,1.0
0.11594,2.83,1.0
0.11594,2.58,1.0
0.11594,2.85,1.0
0.11594,2.73,1.0
0.1053,2.99,1.0
0.1053,2.98,1.0
0.1053,2.93,1.0
0.1053,3.31,1.0
0.1053,3.29,1.0
0.10223,3.75,1.0
0.10223,3.74,1.0
0.10223,4.48,1.0
0.19161,4.43,1.0
0.18727,5.46,1.0
0.18727,5.34,1.0
0.18951,5.07,1.0
0.18951,5.99,1.0
0.20089,5.68,0.79335
0.20089,6.67,0.79335
0.20089,6.36,0.79335
0.20089,5.92,0.79335
0.20089,7.01,0.79335
0.17581,6.59,0.79295
0.17581,6.05,0.79295
0.17581,7.14,0.79295
0.17581,6.55,0.79295
0.18078,5.84,0.79251
0.18078,6.71,0.79251
0.18078,5.89,0.79251
0.18078,6.41,0.79251
0.16417,5.48,0.7909899999999999
0.16417,4.5,0.7909899999999999
0.16417,4.67,0.7909899999999999
0.16417,3.81,0.7909899999999999
0.17376,3.07,0.7586899999999999
0.17376,3.18,0.7586899999999999
0.17376,2.82,0.7586899999999999
0.16304,2.69,0.78029
0.2087,3.36,0.75856
0.22529,4.26,0.37217
0.22529,6.13,0.37217
0.22529,10.75,0.37217
0.22529,17.52,0.37217
0.22989,25.74,0.77991
0.22989,44.44,0.77991
0.22989,54.5,0.77991
0.22989,54.47,0.77991
0.22174,80.62,0.4772
0.22174,66.40000000000002,0.4772
0.22174,49.92,0.4772
0.22174,35.99,0.4772
0.22174,40.04,0.4772
0.2307,28.8,0.13406
0.2307,20.32,0.13406
0.2307,20.32,0.13406
0.2307,24.91,0.13406
0.23825,16.96,0.19764
0.23825,16.96,0.19764
0.21428,16.96,0.10883
0.21428,12.86,0.10883
0.23581,18.19,0.11106
0.13673,9.12,1.0
0.15261,9.12,1.0
0.15261,9.12,1.0
0.15261,9.12,1.0
0.15261,9.12,1.0
0.16178999999999996,9.12,1.0
0.16178999999999996,9.12,1.0
0.16178999999999996,9.12,1.0
0.15825,8.88,1.0
0.16491,8.88,1.0
0.16491,8.88,1.0
0.16491,8.67,1.0
0.16491,8.67,1.0
0.16491,8.67,1.0
0.1814,8.67,1.0
0.1814,8.67,1.0
0.13475,8.67,1.0
0.13475,6.5,1.0
0.13591,6.5,1.0
0.13591,6.81,1.0
0.13591,6.81,1.0
0.13591,6.81,1.0
0.13649,6.81,1.0
0.13649,4.84,1.0
0.13649,4.68,1.0
0.13649,4.68,1.0
0.13649,4.68,1.0
0.14014,4.73,1.0
0.14014,4.73,1.0
0.13693,4.07,1.0
0.13693,5.4,1.0
0.12447,4.56,1.0
0.12447,3.83,1.0
0.12447,3.25,1.0
0.12447,3.62,1.0
0.12562000000000004,3.05,1.0
0.12562000000000004,3.7,1.0
0.12562000000000004,3.16,1.0
0.12562000000000004,2.73,1.0
0.11594,3.14,1.0
0.11616000000000003,2.86,1.0
0.11616000000000003,3.11,1.0
0.11616000000000003,2.98,1.0
0.11616000000000003,2.87,1.0
0.1053,3.17,1.0
0.1053,3.12,1.0
0.1053,3.48,1.0
0.1053,3.45,1.0
0.10223,3.9,1.0
0.10223,3.87,1.0
0.19161,4.58,1.0
0.19839,4.53,1.0
0.18951,5.53,1.0
0.18951,5.41,1.0
0.18951,5.15,1.0
0.18951,6.11,1.0
0.18951,5.8,1.0
0.20089,5.38,0.79335
0.20089,6.49,0.79335
0.20089,6.05,0.79335
0.20089,7.13,0.79335
0.17581,6.67,0.79295
0.17447,6.11,0.7934299999999999
0.17447,7.16,0.7934299999999999
0.17447,6.54,0.7934299999999999
0.18078,5.81,0.79251
0.18078,6.65,0.79251
0.18078,5.82,0.79251
0.18078,6.29,0.79251
0.18078,5.39,0.79251
0.16417,4.45,0.7909899999999999
0.16417,4.6,0.7909899999999999
0.16417,3.81,0.7909899999999999
0.16308,3.12,0.79186
0.16304,3.27,0.78029
0.16304,2.98,0.78029
0.16304,2.92,0.78029
0.16304,3.75,0.78029
0.22529,4.9,0.37217
0.22529,7.18,0.37217
0.22529,13.2,0.37217
0.22529,19.59,0.37217
0.22989,23.89,0.77991
0.22989,36.19,0.77991
0.23021,41.55,0.78095
0.23021,41.66,0.78095
0.23021,36.67,0.78095
0.22174,53.41,0.4772
0.22174,41.89,0.4772
0.22174,31.5,0.4772
0.22174,35.84,0.4772
0.2307,26.56,0.13406
0.2307,19.26,0.13406
0.2307,19.26,0.13406
0.2307,23.6,0.13406
0.21428,16.399999999999995,0.10883
0.21428,16.399999999999995,0.10883
0.21428,16.399999999999995,0.10883
0.21428,17.54,0.10883
0.21428,17.54,0.10883
0.13673,9.31,1.0
0.15261,9.31,1.0
0.15261,9.31,1.0
0.15261,9.31,1.0
0.15261,9.31,1.0
0.15825,9.31,1.0
0.15825,9.31,1.0
0.15825,9.31,1.0
0.15825,8.939999999999998,1.0
0.15825,8.939999999999998,1.0
0.16491,8.939999999999998,1.0
0.16491,8.689999999999998,1.0
0.16491,8.689999999999998,1.0
0.16491,8.689999999999998,1.0
0.1814,8.689999999999998,1.0
0.1814,8.689999999999998,1.0
0.19366,8.689999999999998,1.0
0.1312,6.41,1.0
0.13591,6.41,1.0
0.13591,6.69,1.0
0.13591,6.69,1.0
0.13591,6.69,1.0
0.13591,6.69,1.0
0.13649,4.88,1.0
0.13649,4.7,1.0
0.13649,4.7,1.0
0.13649,4.7,1.0
0.13693,4.51,1.0
0.13693,4.86,1.0
0.13693,4.2,1.0
0.13693,4.2,1.0
0.12447,4.76,1.0
0.12447,4.04,1.0
0.12447,3.46,1.0
0.12447,3.93,1.0
0.12447,3.35,1.0
0.12562000000000004,4.08,1.0
0.12562000000000004,3.52,1.0
0.12512000000000004,3.04,1.0
0.12512000000000004,3.48,1.0
0.11616000000000003,3.16,1.0
0.11616000000000003,3.42,1.0
0.11616000000000003,3.26,1.0
0.11616000000000003,3.13,1.0
0.1053,3.37,1.0
0.1053,3.31,1.0
0.1053,3.66,1.0
0.1053,3.61,1.0
0.10223,4.06,1.0
0.10799,4.02,1.0
0.19839,4.7,1.0
0.19839,4.65,1.0
0.19839,5.59,1.0
0.18951,5.49,1.0
0.18951,5.23,1.0
0.18951,6.22,1.0
0.18951,5.92,1.0
0.20089,5.5,0.79335
0.20089,6.61,0.79335
0.20089,6.16,0.79335
0.17147,7.25,1.0
0.17447,6.78,0.7934299999999999
0.17447,6.2,0.7934299999999999
0.17447,7.2,0.7934299999999999
0.17447,6.57,0.7934299999999999
0.17447,5.83,0.7934299999999999
0.18078,6.62,0.79251
0.18078,5.79,0.79251
0.18078,4.9,0.79251
0.18078,5.34,0.79251
0.16308,4.44,0.79186
0.16308,4.57,0.79186
0.16308,3.83,0.79186
0.16308,3.19,0.79186
0.16304,3.37,0.78029
0.16304,3.11,0.78029
0.16304,3.07,0.78029
0.16304,3.95,0.78029
0.16304,5.04,0.78029
0.22529,7.0,0.37217
0.22529,12.5,0.37217
0.22279,16.88,0.78398
0.22279,18.83,0.78398
0.23021,27.67,0.78095
0.23021,31.01,0.78095
0.23021,31.51,0.78095
0.23021,28.65,0.78095
0.22174,42.25,0.4772
0.22174,34.53,0.4772
0.22174,27.09,0.4772
0.22174,31.44,0.4772
0.2307,24.07,0.13406
0.22956,18.0,0.12896
0.22956,22.04,0.12896
0.22956,22.04,0.12896
0.22956,15.72,0.12896
0.21428,15.72,0.10883
0.21428,15.72,0.10883
0.21428,16.809999999999995,0.10883
0.21428,16.809999999999995,0.10883
0.13673,9.2,1.0
0.13673,9.2,1.0
0.15059,9.2,1.0
0.15059,9.2,1.0
0.15059,9.2,1.0
0.15059,9.2,1.0
0.15825,9.2,1.0
0.15825,9.2,1.0
0.15825,9.15,1.0
0.15825,9.15,1.0
0.16491,9.15,1.0
0.16491,8.91,1.0
0.16491,8.91,1.0
0.17064,8.91,1.0
0.19366,8.91,1.0
0.19366,8.91,1.0
0.19366,8.91,1.0
0.19366,6.21,1.0
0.1312,6.21,1.0
0.13591,6.53,1.0
0.13591,6.53,1.0
0.13591,6.53,1.0
0.13591,6.53,1.0
0.13649,4.7,1.0
0.13152,4.53,1.0
0.13152,4.58,1.0
0.13152,4.53,1.0
0.13693,4.35,1.0
0.13693,4.895,1.0
0.13693,4.31,1.0
0.13693,4.29,1.0
0.13693,5.015,1.0
0.12447,4.335,1.0
0.12447,3.88,1.0
0.12447,4.47,1.0
0.12254,3.85,1.0
0.12512000000000004,4.91,1.0
0.12512000000000004,4.09,1.0
0.12512000000000004,3.555,1.0
0.12512000000000004,3.84,1.0
0.11616000000000003,3.665,1.0
0.11616000000000003,4.1,1.0
0.11616000000000003,3.72,1.0
0.11616000000000003,3.66,1.0
0.11616000000000003,3.775,1.0
0.1053,3.675,1.0
0.11077,4.005,1.0
0.11077,3.93,1.0
0.11077,4.35,1.0
0.19839,4.295,1.0
0.19839,4.905,1.0
0.19839,4.835,1.0
0.19839,5.78,1.0
0.18951,5.625,1.0
0.18951,5.385,1.0
0.18951,6.34,1.0
0.18951,6.115,1.0
0.17147,5.75,1.0
0.17147,6.77,1.0
0.17147,6.335,1.0
0.17147,5.82,1.0
0.17147,6.945,1.0
0.17447,6.345,0.7934299999999999
0.17447,7.28,0.7934299999999999
0.17447,6.635,0.7934299999999999
0.17447,5.89,0.7934299999999999
0.18078,6.595,0.79251
0.18078,5.785,0.79251
0.16416,4.93,0.7930399999999999
0.16416,5.33,0.7930399999999999
0.16308,4.475,0.79186
0.16308,3.71,0.79186
0.16308,3.9,0.79186
0.16308,3.29,0.79186
0.16308,3.53,0.79186
0.16304,3.215,0.78029
0.16304,3.08,0.78029
0.16304,3.91,0.78029
0.16304,4.37,0.78029
0.22279,5.205,0.78398
0.22279,9.4,0.78398
0.22279,9.86,0.78398
0.22279,11.205,0.78398
0.23021,14.92,0.78095
0.23021,20.105,0.78095
0.23021,21.015,0.78095
0.23021,19.935,0.78095
0.23021,29.785,0.78095
0.22174,25.745,0.4772
0.22174,21.395,0.4772
0.23287,25.61,0.11977
0.23287,20.63,0.11977
0.22956,15.65,0.12896
0.22956,19.655,0.12896
0.22956,18.88,0.12896
0.22956,14.170000000000003,0.12896
0.21428,14.56,0.10883
0.21428,18.77,0.10883
0.21428,15.45,0.10883
0.21428,15.45,0.10883
0.13888,9.07,1.0
0.13888,9.07,1.0
0.15059,9.07,1.0
0.15059,9.07,1.0
0.15059,9.07,1.0
0.15059,9.07,1.0
0.15825,9.07,1.0
0.15825,9.07,1.0
0.15825,9.19,1.0
0.15825,9.19,1.0
0.15825,9.19,1.0
0.17064,8.98,1.0
0.17064,8.98,1.0
0.17064,8.98,1.0
0.17064,8.98,1.0
0.19366,8.98,1.0
0.19366,8.98,1.0
0.19366,6.14,1.0
0.19366,6.14,1.0
0.13591,6.49,1.0
0.13591,6.49,1.0
0.13591,6.49,1.0
0.1223,6.49,1.0
0.13152,6.49,1.0
0.13152,4.46,1.0
0.13152,4.46,1.0
0.13152,4.46,1.0
0.13152,4.28,1.0
0.13693,4.91,1.0
0.13693,4.35,1.0
0.13693,4.35,1.0
0.13693,5.24,1.0
0.12447,4.6,1.0
0.12254,4.06,1.0
0.12254,4.99,1.0
0.12254,4.34,1.0
0.12512000000000004,5.33,1.0
0.12512000000000004,4.69,1.0
0.12512000000000004,4.09,1.0
0.12512000000000004,4.63,1.0
0.12512000000000004,4.2,1.0
0.11616000000000003,3.81,1.0
0.11616000000000003,4.18,1.0
0.11616000000000003,3.92,1.0
0.11486,4.27,1.0
0.11077,4.1,1.0
0.11077,4.41,1.0
0.11077,4.29,1.0
0.11077,4.68,1.0
0.19839,4.59,1.0
0.19839,5.15,1.0
0.19839,5.05,1.0
0.19839,4.84,1.0
0.19839,5.83,1.0
0.17676,5.59,1.0
0.17676,6.58,1.0
0.17676,6.31,1.0
0.17676,5.88,1.0
0.17147,6.92,1.0
0.17147,6.5,1.0
0.17147,5.93,1.0
0.17147,7.06,1.0
0.17447,6.46,0.7934299999999999
0.17447,7.3,0.7934299999999999
0.17447,6.69,0.7934299999999999
0.14997,5.95,1.0
0.16416,6.58,0.7930399999999999
0.16416,5.81,0.7930399999999999
0.16416,4.98,0.7930399999999999
0.16416,5.38,0.7930399999999999
0.16416,4.58,0.7930399999999999
0.16308,3.81,0.79186
0.16308,4.01,0.79186
0.16308,3.42,0.79186
0.16308,2.92,0.79186
0.16304,3.28,0.78029
0.15133,3.02,0.79263
0.15133,3.53,0.79263
0.15133,3.63,0.79263
0.15766,3.76,0.79223
0.22279,3.94,0.78398
0.22279,6.02,0.78398
0.22279,6.98,0.78398
0.22279,7.95,0.78398
0.23021,13.39,0.78095
0.23021,14.3,0.78095
0.23021,14.05,0.78095
0.23355,21.11,0.30969
0.23287,19.23,0.11977
0.23287,16.89,0.11977
0.23287,20.8,0.11977
0.23287,17.66,0.11977
0.22956,14.6,0.12896
0.22956,17.44,0.12896
0.22956,17.44,0.12896
0.22956,13.44,0.12896
0.22956,13.44,0.12896
0.21428,17.649999999999995,0.10883
0.23235,14.82,0.1587
0.23235,14.82,0.1587
0.13888,9.3,1.0
0.13888,9.3,1.0
0.15059,9.3,1.0
0.15059,9.3,1.0
0.15059,9.3,1.0
0.15059,9.3,1.0
0.15059,9.3,1.0
0.15825,9.3,1.0
0.1602,9.3,1.0
0.1602,9.01,1.0
0.1602,9.01,1.0
0.17064,8.82,1.0
0.17064,8.82,1.0
0.17064,8.82,1.0
0.17064,8.82,1.0
0.19366,8.82,1.0
0.19366,8.82,1.0
0.19366,8.82,1.0
0.19366,6.12,1.0
0.19859,6.43,1.0
0.20003,6.43,1.0
0.1223,6.43,1.0
0.1223,6.43,1.0
0.1223,6.43,1.0
0.13152,4.66,1.0
0.13152,4.66,1.0
0.13152,4.66,1.0
0.13152,4.46,1.0
0.13693,5.16,1.0
0.13693,4.58,1.0
0.13216000000000003,4.58,1.0
0.13216000000000003,5.45,1.0
0.12254,4.82,1.0
0.12254,4.28,1.0
0.12254,5.3,1.0
0.12254,4.65,1.0
0.12254,5.73,1.0
0.12512000000000004,5.07,1.0
0.12512000000000004,4.44,1.0
0.12512000000000004,5.06,1.0
0.12512000000000004,4.58,1.0
0.11486,4.14,1.0
0.11486,4.54,1.0
0.11486,4.22,1.0
0.11486,4.57,1.0
0.11077,4.34,1.0
0.11077,4.66,1.0
0.11077,4.5,1.0
0.19918,4.92,1.0
0.19918,4.79,1.0
0.19839,5.37,1.0
0.19839,5.26,1.0
0.18776,5.02,1.0
0.18776,5.98,1.0
0.17676,5.74,1.0
0.17676,6.71,1.0
0.17676,6.45,1.0
0.17676,6.04,1.0
0.17147,7.04,1.0
0.17147,6.63,1.0
0.17147,6.08,1.0
0.17147,7.14,1.0
0.17147,6.57,1.0
0.14997,5.88,1.0
0.14997,6.75,1.0
0.14997,6.04,1.0
0.14997,6.61,1.0
0.16416,5.88,0.7930399999999999
0.16416,5.08,0.7930399999999999
0.16416,5.45,0.7930399999999999
0.16416,4.69,0.7930399999999999
0.16308,3.94,0.79186
0.16308,4.14,0.79186
0.16308,3.56,0.79186
0.14904,3.04,0.79274
0.15133,3.38,0.79263
0.15133,3.05,0.79263
0.15133,2.76,0.79263
0.15133,3.41,0.79263
0.15133,3.38,0.79263
0.22279,3.41,0.78398
0.22279,5.1,0.78398
0.22279,5.82,0.78398
0.22279,6.53,0.78398
0.23021,10.88,0.78095
0.23355,11.63,0.30969
0.23355,11.58,0.30969
0.23355,17.2,0.30969
0.23287,16.1,0.11977
0.23287,14.61,0.11977
0.23287,18.13,0.11977
0.23287,15.84,0.11977
0.23287,13.5,0.11977
0.22956,16.07,0.12896
0.22956,16.07,0.12896
0.22956,12.78,0.12896
0.22888,12.78,0.11962
0.23235,16.35,0.1587
0.23235,14.04,0.1587
0.23235,14.04,0.1587
0.13888,9.44,1.0
0.13888,9.44,1.0
0.13888,9.44,1.0
0.15059,9.44,1.0
0.15059,9.44,1.0
0.15059,9.44,1.0
0.15717,9.44,1.0
0.1602,9.44,1.0
0.1602,9.44,1.0
0.1602,8.83,1.0
0.1602,8.83,1.0
0.17064,8.66,1.0
0.17064,8.66,1.0
0.17064,8.66,1.0
0.17064,8.66,1.0
0.17064,8.66,1.0
0.19366,8.66,1.0
0.19859,8.66,1.0
0.19859,6.12,1.0
0.19859,6.38,1.0
0.20003,6.38,1.0
0.20003,6.38,1.0
0.1223,6.38,1.0
0.1223,6.38,1.0
0.13152,4.91,1.0
0.13152,4.91,1.0
0.13152,4.91,1.0
0.13152,4.69,1.0
0.13192000000000004,5.44,1.0
0.13216000000000003,4.84,1.0
0.13216000000000003,4.84,1.0
0.13216000000000003,5.67,1.0
0.13216000000000003,5.04,1.0
0.12254,4.51,1.0
0.12254,5.59,1.0
0.12254,4.95,1.0
0.12254,6.1,1.0
0.12512000000000004,5.43,1.0
0.11604,4.78,1.0
0.11604,5.48,1.0
0.11604,4.96,1.0
0.11486,4.47,1.0
0.11486,4.95,1.0
0.11486,4.56,1.0
0.11486,4.95,1.0
0.11486,4.66,1.0
0.11077,5.04,1.0
0.11077,4.81,1.0
0.19918,5.31,1.0
0.20605,5.13,1.0
0.18776,5.75,1.0
0.18776,5.61,1.0
0.18776,5.35,1.0
0.18776,6.28,1.0
0.17676,6.04,1.0
0.17676,6.91,1.0
0.17676,6.7,1.0
0.17676,6.31,1.0
0.17676,7.23,1.0
0.17147,6.87,1.0
0.14489,6.34,1.0
0.14489,7.3,1.0
0.14489,6.77,1.0
0.14997,6.11,1.0
0.14997,6.89,1.0
0.14997,6.22,1.0
0.14997,5.47,1.0
0.16416,6.05,0.7930399999999999
0.16416,5.29,0.7930399999999999
0.16416,5.64,0.7930399999999999
0.16416,4.93,0.7930399999999999
0.16256,4.22,0.97987
0.14904,4.44,0.79274
0.14904,3.87,0.79274
0.14904,3.33,0.79274
0.14904,3.69,0.79274
0.15133,3.33,0.79263
0.15133,2.99,0.79263
0.15133,3.64,0.79263
0.15133,3.56,0.79263
0.15766,3.53,0.79223
0.22279,5.11,0.78398
0.23114,5.6,0.7791099999999999
0.23114,6.05,0.7791099999999999
0.23355,9.52,0.30969
0.23355,10.03,0.30969
0.23355,10.01,0.30969
0.23355,14.42,0.30969
0.23355,13.8,0.30969
0.23287,12.86,0.11977
0.23287,15.94,0.11977
0.23287,14.31,0.11977
0.23287,12.54,0.11977
0.22888,14.78,0.11962
0.22888,14.78,0.11962
0.22888,12.15,0.11962
0.22888,15.01,0.11962
0.23235,15.01,0.1587
0.23235,13.22,0.1587
0.23235,13.22,0.1587
0.13888,9.44,1.0
0.13888,9.44,1.0
0.13888,9.44,1.0
0.15717,9.44,1.0
0.15717,9.44,1.0
0.15717,9.44,1.0
0.15717,9.44,1.0
0.1602,9.44,1.0
0.1602,9.44,1.0
0.1602,8.83,1.0
0.1602,8.83,1.0
0.1602,8.66,1.0
0.17064,8.66,1.0
0.17064,8.66,1.0
0.17816,8.66,1.0
0.17816,8.66,1.0
0.19859,8.66,1.0
0.19859,8.66,1.0
0.19859,6.12,1.0
0.19859,6.38,1.0
0.20003,6.38,1.0
0.20003,6.38,1.0
0.20003,6.38,1.0
0.1223,6.38,1.0
0.1223,4.91,1.0
0.13192000000000004,4.91,1.0
0.13192000000000004,4.91,1.0
0.13192000000000004,4.69,1.0
0.13192000000000004,5.44,1.0
0.13216000000000003,4.84,1.0
0.13216000000000003,4.84,1.0
0.13216000000000003,5.67,1.0
0.13216000000000003,5.04,1.0
0.12254,4.51,1.0
0.12254,5.59,1.0
0.12254,4.95,1.0
0.12364000000000003,6.1,1.0
0.12364000000000003,5.43,1.0
0.11604,4.78,1.0
0.11604,5.48,1.0
0.11604,4.96,1.0
0.11604,5.34,1.0
0.11486,4.95,1.0
0.11486,4.56,1.0
0.11486,4.95,1.0
0.11486,4.66,1.0
0.11077,5.04,1.0
0.20605,4.81,1.0
0.20605,5.31,1.0
0.20605,5.13,1.0
0.18776,5.75,1.0
0.18776,5.61,1.0
0.18776,5.35,1.0
0.18776,6.28,1.0
0.18776,6.04,1.0
0.17676,5.65,1.0
0.17676,6.7,1.0
0.17676,6.31,1.0
0.17001,7.23,1.0
0.14489,6.87,1.0
0.14489,6.34,1.0
0.14489,7.3,1.0
0.14489,6.77,1.0
0.14997,6.11,1.0
0.14997,6.89,1.0
0.14997,6.22,1.0
0.14997,5.47,1.0
0.14997,6.05,1.0
0.16416,5.29,0.7930399999999999
0.16256,4.51,0.97987
0.16256,4.93,0.97987
0.16256,4.22,0.97987
0.14904,4.44,0.79274
0.14904,3.87,0.79274
0.14904,3.33,0.79274
0.14904,3.69,0.79274
0.15133,3.33,0.79263
0.15133,2.99,0.79263
0.15133,3.64,0.79263
0.15133,3.56,0.79263
0.15946,3.53,0.7915999999999999
0.23114,5.11,0.7791099999999999
0.23114,5.6,0.7791099999999999
0.23114,6.05,0.7791099999999999
0.23114,9.52,0.7791099999999999
0.23355,10.03,0.30969
0.23355,10.01,0.30969
0.23355,9.69,0.30969
0.23355,13.8,0.30969
0.23287,12.86,0.11977
0.23287,15.94,0.11977
0.23158,14.31,0.17646
0.23158,12.54,0.17646
0.22888,14.78,0.11962
0.22888,14.78,0.11962
0.22888,12.15,0.11962
0.22888,15.01,0.11962
0.22888,15.01,0.11962
0.23235,13.22,0.1587
0.23235,13.22,0.1587
0.13888,9.49,1.0
0.13841,9.49,1.0
0.13841,9.49,1.0
0.13841,9.49,1.0
0.15717,9.49,1.0
0.15717,9.49,1.0
0.15717,9.49,1.0
0.15717,9.49,1.0
0.1602,9.49,1.0
0.1602,8.62,1.0
0.1602,8.62,1.0
0.1602,8.49,1.0
0.17816,8.49,1.0
0.17816,8.49,1.0
0.17816,8.49,1.0
0.17816,8.49,1.0
0.19859,8.49,1.0
0.19859,8.49,1.0
